,Estado,Idade,Casos_F,Casos_M,Obitos_F,Obitos_M
25,rs,25,9592,10077,1,2
26,rs,26,10518,10611,0,1
27,rs,27,10065,10139,1,2
28,rs,28,9716,9868,0,2
29,rs,29,10281,10416,2,3
30,rs,30,10343,10801,0,4
31,rs,31,10487,11016,2,0
32,rs,32,10760,11213,0,2
33,rs,33,10316,11141,1,1
34,rs,34,10532,10871,1,2
35,rs,35,10685,11428,3,4
36,rs,36,10315,11135,2,4
37,rs,37,11083,11614,2,4
38,rs,38,11347,12245,1,2
39,rs,39,11199,12270,3,3
40,rs,40,10101,10717,2,5
41,rs,41,10162,10680,4,2
42,rs,42,9744,10231,4,1
43,rs,43,9100,9765,3,4
44,rs,44,8729,9295,7,6
45,rs,45,8240,9959,2,5
46,rs,46,8243,8871,3,0
47,rs,47,7782,8304,6,5
48,rs,48,7975,8487,5,6
49,rs,49,7799,8273,5,3
50,rs,50,7886,7977,9,4
51,rs,51,7600,7919,2,9
52,rs,52,7454,7607,11,7
53,rs,53,7228,7751,3,12
54,rs,54,7451,7548,3,11
55,rs,55,7445,7782,9,9
56,rs,56,7144,7437,17,9
57,rs,57,6749,7243,11,8
58,rs,58,6386,6827,11,10
59,rs,59,6320,6320,7,10
60,rs,60,5765,6192,8,13
61,rs,61,5360,5626,11,11
62,rs,62,5221,5222,10,9
63,rs,63,4911,5131,17,7
64,rs,64,4497,4935,10,13
65,rs,65,4240,4480,9,13
66,rs,66,4025,4272,7,22
67,rs,67,3626,3895,18,21
68,rs,68,3247,3624,8,13
69,rs,69,3095,3364,15,23
70,rs,70,2920,3153,11,20
71,rs,71,2797,2845,11,16
72,rs,72,2561,2588,13,17
73,rs,73,2312,2456,9,23
74,rs,74,1983,2105,16,17
75,rs,75,1945,1947,19,18
76,rs,76,1707,1721,12,10
77,rs,77,1595,1511,11,14
78,rs,78,1329,1414,9,22
79,rs,79,1254,1146,7,11
80,rs,80,1199,1128,15,7
81,rs,81,1043,985,7,8
82,rs,82,1154,921,13,12
83,rs,83,946,728,13,11
84,rs,84,939,688,6,10
85,rs,85,804,665,8,11
86,rs,86,727,552,7,14
87,rs,87,679,485,7,8
88,rs,88,520,397,9,2
89,rs,89,452,273,6,4
90,rs,90,493,320,6,9
91,rs,91,360,219,5,1
92,rs,92,307,215,6,6
93,rs,93,253,123,2,2
94,rs,94,166,116,4,2
95,rs,95,135,93,4,2
96,rs,96,100,51,1,1
97,rs,97,76,49,1,1
98,rs,98,58,35,2,2
99,rs,99,54,23,1,0
100,rs,100,38,17,0,1
101,rs,101,23,14,0,0
102,rs,102,13,6,0,0
103,rs,103,11,7,0,0
104,rs,104,10,5,1,0
105,rs,105,8,1,1,0
106,rs,106,5,1,0,0
107,rs,107,2,2,0,0
108,rs,108,2,2,0,1
109,rs,109,3,2,0,0
0,sc,0,1384,1994,1,3
1,sc,1,1181,5300,1,0
2,sc,2,910,4991,0,0
3,sc,3,801,5581,0,0
4,sc,4,664,6027,1,0
5,sc,5,784,7713,1,0
6,sc,6,795,21061,1,0
7,sc,7,839,6206,0,0
8,sc,8,930,7837,0,0
9,sc,9,858,7584,0,0
10,sc,10,966,7406,0,1
11,sc,11,1030,5714,0,0
12,sc,12,1128,6733,0,0
13,sc,13,1239,6776,0,1
14,sc,14,1570,7524,0,0
15,sc,15,1868,5925,0,0
16,sc,16,2312,8087,1,1
17,sc,17,2711,9128,0,1
18,sc,18,3442,9887,0,2
19,sc,19,4573,11747,0,0
20,sc,20,5202,14573,3,1
21,sc,21,6158,16433,2,3
22,sc,22,6409,16837,0,3
23,sc,23,6811,16955,3,4
24,sc,24,7123,17914,2,3
25,sc,25,7558,20235,1,1
26,sc,26,8047,20666,5,1
27,sc,27,7598,21306,4,7
28,sc,28,7477,20092,2,3
29,sc,29,8094,20251,3,3
30,sc,30,8178,23065,2,0
31,sc,31,8267,20823,2,4
32,sc,32,8349,23380,3,1
33,sc,33,8257,23948,6,5
34,sc,34,8289,22875,4,12
35,sc,35,8306,24097,7,11
36,sc,36,8028,23196,5,9
37,sc,37,8360,21649,14,6
38,sc,38,8734,21416,6,10
39,sc,39,8625,23898,8,11
40,sc,40,7693,20561,6,13
41,sc,41,7680,19602,7,8
42,sc,42,7294,18750,7,11
43,sc,43,6873,20084,14,14
44,sc,44,6461,15957,7,9
45,sc,45,6374,15870,11,10
46,sc,46,6226,14879,8,11
47,sc,47,5739,13587,7,15
48,sc,48,5865,15339,8,23
49,sc,49,5581,14941,14,18
50,sc,50,5417,14810,17,27
51,sc,51,5376,12532,17,18
52,sc,52,5219,14657,19,29
53,sc,53,5244,11899,22,16
54,sc,54,5041,12188,14,26
55,sc,55,5185,12038,21,28
56,sc,56,4883,12434,20,21
57,sc,57,4525,12013,15,26
58,sc,58,4320,10501,18,39
59,sc,59,4118,10898,23,34
60,sc,60,3865,9320,24,36
61,sc,61,3467,8195,20,24
62,sc,62,3216,8363,25,40
63,sc,63,2936,8561,24,46
64,sc,64,2661,7136,21,30
65,sc,65,2465,6981,22,42
66,sc,66,2326,7286,17,46
67,sc,67,2198,6414,17,36
68,sc,68,1982,5946,30,35
69,sc,69,1792,4271,22,34
70,sc,70,1726,4866,33,35
71,sc,71,1536,5692,27,42
72,sc,72,1443,3884,27,37
73,sc,73,1266,3620,27,35
74,sc,74,1093,2780,17,28
75,sc,75,1000,2372,28,39
76,sc,76,981,2698,20,34
77,sc,77,750,2961,27,43
78,sc,78,788,2079,25,26
79,sc,79,648,1791,19,24
80,sc,80,652,1370,24,21
81,sc,81,542,1769,24,26
82,sc,82,536,1127,20,21
83,sc,83,489,1784,19,23
84,sc,84,454,1529,16,20
85,sc,85,410,1293,18,20
86,sc,86,363,768,17,18
87,sc,87,312,663,20,19
88,sc,88,251,980,20,10
89,sc,89,211,593,8,7
90,sc,90,205,805,11,13
91,sc,91,170,546,10,8
92,sc,92,115,605,13,4
93,sc,93,93,265,7,3
94,sc,94,76,120,3,8
95,sc,95,78,85,7,4
96,sc,96,56,355,8,2
97,sc,97,35,16,0,2
98,sc,98,27,8,4,1
99,sc,99,17,8,2,0
100,sc,100,7,183,1,2
101,sc,101,5,2,1,0
102,sc,102,5,9,0,1
103,sc,103,3,83,0,0
104,sc,104,4,1,0,0
105,sc,105,1,1,0,0
106,sc,106,0,0,0,0
107,sc,107,3,1,0,0
108,sc,108,1,0,0,0
109,sc,109,0,3,0,0
0,se,0,547,441,2,1
1,se,1,285,302,0,1
2,se,2,225,267,0,1
3,se,3,201,252,0,0
4,se,4,189,189,0,0
5,se,5,211,184,0,0
6,se,6,231,185,0,1
7,se,7,203,212,0,1
8,se,8,220,223,0,0
9,se,9,215,222,0,0
10,se,10,233,225,0,0
11,se,11,265,272,0,0
12,se,12,316,267,0,0
13,se,13,349,305,0,0
14,se,14,412,333,0,1
15,se,15,512,372,0,0
16,se,16,559,408,0,0
17,se,17,684,544,0,0
18,se,18,845,695,1,0
19,se,19,968,806,2,0
20,se,20,1196,938,1,0
21,se,21,1289,1081,0,1
22,se,22,1383,1109,0,0
23,se,23,1590,1222,1,0
24,se,24,1759,1304,0,0
25,se,25,1817,1367,1,1
26,se,26,1850,1437,0,0
27,se,27,1867,1553,0,1
28,se,28,1808,1444,1,1
29,se,29,1781,1486,1,0
30,se,30,1843,1418,1,1
31,se,31,1964,1557,0,0
32,se,32,2082,1772,0,0
33,se,33,2103,1823,1,0
34,se,34,2297,1807,1,2
35,se,35,2211,1846,0,2
36,se,36,2116,1643,0,0
37,se,37,2205,1772,1,3
38,se,38,2186,1905,0,1
39,se,39,2189,1834,1,2
40,se,40,2028,1756,0,0
41,se,41,2071,1622,0,0
42,se,42,1903,1488,1,2
43,se,43,1871,1468,0,1
44,se,44,1724,1393,0,1
45,se,45,1622,1236,1,0
46,se,46,1692,1291,1,1
47,se,47,1543,1208,1,0
48,se,48,1519,1213,1,0
49,se,49,1407,1211,0,6
50,se,50,1518,1120,1,1
51,se,51,1430,1067,2,1
52,se,52,1423,1028,0,2
53,se,53,1298,1002,0,2
54,se,54,1287,933,1,1
55,se,55,1236,899,2,2
56,se,56,1155,917,1,1
57,se,57,1066,845,3,1
58,se,58,1068,788,0,2
59,se,59,869,704,2,1
60,se,60,814,661,1,1
61,se,61,748,601,2,3
62,se,62,724,547,2,2
63,se,63,637,517,3,2
64,se,64,609,467,4,4
65,se,65,587,444,2,6
66,se,66,545,432,1,1
67,se,67,502,423,2,0
68,se,68,476,351,2,1
69,se,69,400,355,2,6
70,se,70,419,311,1,2
71,se,71,339,234,2,1
72,se,72,294,286,0,5
73,se,73,292,284,2,3
74,se,74,295,234,3,2
75,se,75,249,200,2,0
76,se,76,249,180,2,2
77,se,77,233,188,1,3
78,se,78,233,169,1,1
79,se,79,173,131,3,2
80,se,80,191,126,2,1
81,se,81,200,133,4,3
82,se,82,139,108,2,0
83,se,83,130,72,1,2
84,se,84,133,80,3,1
85,se,85,130,74,4,1
86,se,86,102,59,1,0
87,se,87,53,39,0,1
88,se,88,79,43,2,2
89,se,89,59,46,1,1
90,se,90,57,26,0,0
91,se,91,45,21,2,1
92,se,92,40,27,0,0
93,se,93,26,26,1,1
94,se,94,34,18,0,1
95,se,95,28,10,2,0
96,se,96,15,7,0,0
97,se,97,13,12,1,1
98,se,98,10,11,0,1
99,se,99,8,8,0,1
100,se,100,8,4,1,0
101,se,101,4,1,0,0
102,se,102,3,1,0,0
103,se,103,6,1,0,0
104,se,104,0,2,0,0
105,se,105,2,1,0,0
106,se,106,1,0,0,0
107,se,107,3,0,0,0
108,se,108,0,0,0,0
109,se,109,0,0,0,0
0,sp,0,5521,5215,6,12
1,sp,1,3676,3843,2,1
2,sp,2,2922,3065,0,0
3,sp,3,2539,2594,1,2
4,sp,4,2375,2417,2,0
5,sp,5,2678,2796,1,0
6,sp,6,2780,2900,0,0
7,sp,7,2858,2862,0,2
8,sp,8,3185,3088,0,3
9,sp,9,3328,3209,0,0
10,sp,10,3488,3377,0,0
11,sp,11,3795,3642,3,2
12,sp,12,4222,3919,3,2
13,sp,13,4836,4227,1,2
14,sp,14,5930,5038,3,4
15,sp,15,6921,5740,0,2
16,sp,16,8277,6678,1,5
17,sp,17,9421,7812,3,2
18,sp,18,11614,9848,2,2
19,sp,19,14467,12379,4,2
20,sp,20,17301,14916,4,3
21,sp,21,19430,16785,5,4
22,sp,22,20819,17691,4,6
23,sp,23,22574,18796,4,6
24,sp,24,23354,19606,6,5
25,sp,25,24028,20155,7,7
26,sp,26,24539,20801,9,9
27,sp,27,24594,20695,7,5
28,sp,28,24201,21111,12,10
29,sp,29,25448,21602,7,11
30,sp,30,25871,22008,14,9
31,sp,31,27092,23740,15,12
32,sp,32,27864,24649,12,16
33,sp,33,28525,24624,11,15
34,sp,34,28582,25185,10,23
35,sp,35,29134,25386,18,29
36,sp,36,27978,24429,12,16
37,sp,37,29235,25577,22,13
38,sp,38,31297,27188,21,24
39,sp,39,30819,27208,24,31
40,sp,40,28567,24672,27,27
41,sp,41,28723,24740,18,30
42,sp,42,27245,23802,26,32
43,sp,43,26577,22933,15,37
44,sp,44,24886,21790,25,33
45,sp,45,24200,20822,24,30
46,sp,46,23645,20430,33,30
47,sp,47,22122,19154,32,27
48,sp,48,22350,19103,33,38
49,sp,49,21380,18425,36,46
50,sp,50,20703,17902,27,47
51,sp,51,20234,17008,37,45
52,sp,52,19954,16750,51,50
53,sp,53,19099,16117,39,53
54,sp,54,18720,15659,41,60
55,sp,55,18583,15718,43,59
56,sp,56,17358,14892,41,48
57,sp,57,16907,14278,62,67
58,sp,58,15263,12998,47,65
59,sp,59,14493,12297,52,82
60,sp,60,13825,11697,47,81
61,sp,61,12776,11202,61,89
62,sp,62,12441,10504,65,98
63,sp,63,11766,10067,56,105
64,sp,64,10778,9223,56,90
65,sp,65,10115,8549,82,93
66,sp,66,9767,8331,80,101
67,sp,67,8866,7398,76,91
68,sp,68,8000,7069,68,93
69,sp,69,7277,6247,66,86
70,sp,70,6607,5992,70,85
71,sp,71,6077,5131,65,97
72,sp,72,5626,4813,65,93
73,sp,73,5104,4434,60,91
74,sp,74,4623,3999,64,99
75,sp,75,4030,3296,66,67
76,sp,76,3814,3112,72,83
77,sp,77,3368,2858,62,84
78,sp,78,3006,2563,64,69
79,sp,79,2562,2158,53,67
80,sp,80,2458,1879,43,67
81,sp,81,2247,1833,47,73
82,sp,82,2041,1655,49,47
83,sp,83,1858,1287,57,43
84,sp,84,1766,1276,41,39
85,sp,85,1497,1122,36,48
86,sp,86,1273,841,43,36
87,sp,87,1016,787,34,34
88,sp,88,988,657,23,31
89,sp,89,834,488,19,20
90,sp,90,774,455,23,30
91,sp,91,703,337,21,18
92,sp,92,516,284,12,17
93,sp,93,403,205,16,13
94,sp,94,369,168,11,5
95,sp,95,261,120,13,5
96,sp,96,183,87,5,8
97,sp,97,144,60,5,4
98,sp,98,128,40,6,1
99,sp,99,68,32,4,1
100,sp,100,60,27,0,2
101,sp,101,39,13,1,1
102,sp,102,18,8,0,1
103,sp,103,20,8,1,0
104,sp,104,12,4,2,0
105,sp,105,9,3,1,0
106,sp,106,6,2,0,0
107,sp,107,6,4,0,0
108,sp,108,4,3,1,0
109,sp,109,5,3,0,0
0,to,0,619,572,5,3
1,to,1,417,490,0,0
2,to,2,348,374,1,1
3,to,3,335,338,0,0
4,to,4,315,287,1,0
5,to,5,336,317,0,0
6,to,6,350,341,0,0
7,to,7,366,313,0,0
8,to,8,363,351,0,0
9,to,9,428,442,0,0
10,to,10,431,438,0,0
11,to,11,523,453,0,0
12,to,12,565,533,0,0
13,to,13,595,565,0,0
14,to,14,734,600,0,0
15,to,15,869,706,0,0
16,to,16,899,755,1,0
17,to,17,1134,803,0,1
18,to,18,1146,934,0,0
19,to,19,1318,1151,1,0
20,to,20,1389,1184,2,2
21,to,21,1607,1352,3,3
22,to,22,1575,1435,2,0
23,to,23,1789,1449,5,2
24,to,24,1833,1484,1,4
25,to,25,1844,1549,3,4
26,to,26,1899,1575,0,3
27,to,27,1979,1592,2,2
28,to,28,1804,1611,2,2
29,to,29,1942,1563,2,1
30,to,30,1963,1582,6,8
31,to,31,1962,1675,8,6
32,to,32,2015,1691,3,8
33,to,33,2086,1746,6,5
34,to,34,2047,1719,4,11
35,to,35,2210,1740,6,11
36,to,36,2087,1769,5,8
37,to,37,2107,1699,6,9
38,to,38,2176,1796,10,12
39,to,39,2161,1686,9,12
40,to,40,2064,1644,5,12
41,to,41,1982,1580,6,11
42,to,42,1760,1594,13,24
43,to,43,1907,1634,8,11
44,to,44,1832,1543,17,17
45,to,45,1808,1479,7,18
46,to,46,1717,1409,5,11
47,to,47,1597,1331,9,23
48,to,48,1501,1308,9,11
49,to,49,1400,1296,13,30
50,to,50,1388,1218,14,9
51,to,51,1430,1185,14,14
52,to,52,1340,1183,11,14
53,to,53,1298,1125,9,26
54,to,54,1194,1114,18,22
55,to,55,1170,999,14,23
56,to,56,1131,1025,11,33
57,to,57,1126,954,29,24
58,to,58,996,937,18,29
59,to,59,868,826,22,26
60,to,60,838,736,21,33
61,to,61,721,763,21,35
62,to,62,717,674,18,25
63,to,63,702,651,22,30
64,to,64,683,617,28,38
65,to,65,595,556,28,29
66,to,66,585,516,21,32
67,to,67,478,563,28,36
68,to,68,524,515,21,31
69,to,69,447,443,20,38
70,to,70,432,442,25,39
71,to,71,409,394,26,39
72,to,72,360,390,27,36
73,to,73,383,340,31,32
74,to,74,332,348,20,43
75,to,75,281,279,28,28
76,to,76,250,308,23,41
77,to,77,243,305,21,42
78,to,78,258,282,33,43
79,to,79,228,230,24,39
80,to,80,232,211,33,41
81,to,81,223,247,24,34
82,to,82,159,183,20,29
83,to,83,136,157,24,30
84,to,84,144,162,18,29
85,to,85,135,137,29,38
86,to,86,116,118,20,23
87,to,87,81,117,18,24
88,to,88,90,85,16,17
89,to,89,62,72,10,23
90,to,90,65,81,10,24
91,to,91,51,48,12,13
92,to,92,30,49,5,7
93,to,93,27,49,8,12
94,to,94,20,26,4,7
95,to,95,20,19,7,5
96,to,96,22,18,4,7
97,to,97,11,7,1,5
98,to,98,7,11,3,2
99,to,99,10,12,1,5
100,to,100,9,10,1,1
101,to,101,5,9,1,2
102,to,102,3,9,1,4
103,to,103,1,4,0,1
104,to,104,2,0,0,0
105,to,105,1,1,0,0
106,to,106,1,1,0,0
107,to,107,1,1,0,0
108,to,108,1,1,0,0
109,to,109,0,0,0,0
0,br,0,33612,32016,87,115
1,br,1,22431,29077,33,34
2,br,2,18486,23700,11,12
3,br,3,16014,21745,11,7
4,br,4,14562,20897,11,7
5,br,5,16165,23807,3,12
6,br,6,16881,37635,7,4
7,br,7,17207,22715,5,8
8,br,8,18273,25126,5,11
9,br,9,19300,26108,3,3
10,br,10,20526,26549,6,6
11,br,11,22161,26265,5,10
12,br,12,24722,29495,11,9
13,br,13,27489,31019,6,13
14,br,14,33066,39529,14,10
15,br,15,38792,36585,10,17
16,br,16,44595,42697,15,31
17,br,17,51697,49193,19,22
18,br,18,61303,66708,18,31
19,br,19,73857,72818,30,28
20,br,20,86449,86106,44,27
21,br,21,98857,97286,36,46
22,br,22,103505,110938,37,31
23,br,23,112720,108511,55,63
24,br,24,118662,113964,36,64
25,br,25,124121,120568,61,76
26,br,26,128833,124081,67,85
27,br,27,128236,125838,73,79
28,br,28,126931,124983,90,79
29,br,29,132144,129204,83,99
30,br,30,132674,133373,85,120
31,br,31,139593,137625,111,121
32,br,32,144204,146674,93,125
33,br,33,146475,148003,109,151
34,br,34,147793,148685,132,188
35,br,35,149492,151524,177,221
36,br,36,144788,147100,148,232
37,br,37,148946,157439,173,228
38,br,38,155080,154030,181,270
39,br,39,155919,157218,199,299
40,br,40,144540,142683,206,285
41,br,41,143546,140034,220,316
42,br,42,136286,134801,220,317
43,br,43,131742,131054,230,363
44,br,44,124693,122835,275,364
45,br,45,120556,120095,234,380
46,br,46,118260,113936,238,778
47,br,47,110229,121454,236,415
48,br,48,110965,107730,304,429
49,br,49,105520,103302,275,466
50,br,50,104140,100827,309,496
51,br,51,101425,95546,315,528
52,br,52,98519,95737,383,560
53,br,53,95622,89975,386,582
54,br,54,93897,88871,397,590
55,br,55,91898,87142,432,607
56,br,56,87968,85040,424,635
57,br,57,84916,82729,512,690
58,br,58,78478,75899,502,721
59,br,59,72621,73796,505,3391
60,br,60,68901,66970,509,745
61,br,61,63883,61647,530,783
62,br,62,60196,58915,622,848
63,br,63,57858,57524,655,896
64,br,64,52974,52312,625,855
65,br,65,49685,48933,662,907
66,br,66,47031,47700,676,982
67,br,67,43334,43518,680,918
68,br,68,40274,44896,667,1026
69,br,69,36555,36439,655,1015
70,br,70,34960,35644,723,1037
71,br,71,31610,32834,692,1008
72,br,72,29046,29368,689,1025
73,br,73,27219,27565,705,1038
74,br,74,24226,24032,723,975
75,br,75,21543,21394,657,934
76,br,76,20477,20853,690,1208
77,br,77,19085,19121,677,949
78,br,78,17443,17459,724,992
79,br,79,14747,14582,590,852
80,br,80,14849,14153,627,860
81,br,81,14065,15828,646,3046
82,br,82,12452,11264,613,774
83,br,83,10913,10232,570,742
84,br,84,10526,9581,520,695
85,br,85,9663,8663,554,669
86,br,86,7944,7006,477,607
87,br,87,6421,5601,402,512
88,br,88,6246,5573,452,487
89,br,89,5208,4367,321,474
90,br,90,4976,4330,364,403
91,br,91,4524,3142,316,332
92,br,92,3169,2717,246,278
93,br,93,2686,1967,244,239
94,br,94,2173,1494,168,186
95,br,95,1675,1158,162,167
96,br,96,1304,1148,110,113
97,br,97,893,654,92,102
98,br,98,788,519,65,71
99,br,99,565,368,42,44
100,br,100,548,492,44,32
101,br,101,358,214,33,23
102,br,102,253,167,17,32
103,br,103,216,240,14,18
104,br,104,172,89,15,7
105,br,105,111,62,6,6
106,br,106,107,56,6,3
107,br,107,58,41,2,2
108,br,108,47,32,4,3
109,br,109,41,28,1,0
